,Day-ahead demand forecast1
20191107T17-06,909
20191107T16-06,900
20191107T15-06,901
20191107T14-06,899
20191107T13-06,890
20191107T12-06,870
20191107T11-06,847
20191107T10-06,815
20191107T09-06,787
20191107T08-06,782
20191107T07-06,793
20191107T06-06,701
20191107T05-06,623
20191107T04-06,594
20191107T03-06,591
20191107T02-06,603
20191107T01-06,630
20191107T00-06,681
20191106T23-06,755
20191106T22-06,838
20191106T21-06,920
20191106T20-06,946
20191106T19-06,977
20191106T18-06,978
20191106T17-06,877
20191106T16-06,835
20191106T15-06,819
20191106T14-06,810
20191106T13-06,800
20191106T12-06,781
20191106T11-06,783
20191106T10-06,774
20191106T09-06,778
20191106T08-06,785
20191106T07-06,820
20191106T06-06,731
20191106T05-06,639
20191106T04-06,603
20191106T03-06,593
20191106T02-06,593
20191106T01-06,607
20191106T00-06,673
20191105T23-06,749
20191105T22-06,842
20191105T21-06,912
20191105T20-06,943
20191105T19-06,948
20191105T18-06,899
20191105T17-06,835
20191105T16-06,804
20191105T15-06,797
20191105T14-06,794
20191105T13-06,793
20191105T12-06,790
20191105T11-06,795
20191105T10-06,796
20191105T09-06,802
20191105T08-06,827
20191105T07-06,851
20191105T06-06,743
20191105T05-06,656
20191105T04-06,621
20191105T03-06,616
20191105T02-06,622
20191105T01-06,647
20191105T00-06,699
20191104T23-06,774
20191104T22-06,819
20191104T21-06,864
20191104T20-06,932
20191104T19-06,973
20191104T18-06,963
20191104T17-06,886
20191104T16-06,827
20191104T15-06,798
20191104T14-06,813
20191104T13-06,828
20191104T12-06,853
20191104T11-06,899
20191104T10-06,959
20191104T09-06,1024
20191104T08-06,1088
20191104T07-06,1112
20191104T06-06,993
20191104T05-06,878
20191104T04-06,820
20191104T03-06,789
20191104T02-06,774
20191104T01-06,776
20191104T00-06,891
20191103T23-06,943
20191103T22-06,976
20191103T21-06,1009
20191103T20-06,1047
20191103T19-06,1045
20191103T18-06,1004
20191103T17-06,913
20191103T16-06,844
20191103T15-06,807
20191103T14-06,825
20191103T13-06,843
20191103T12-06,880
20191103T11-06,961
20191103T10-06,1074
20191103T08-06,1157
20191103T07-06,1078
20191103T06-06,990
20191103T05-06,933
20191103T04-06,893
20191103T03-06,872
20191103T02-06,858
20191103T01-06,858
20191103T01-05,863
20191103T00-05,907
20191102T23-05,947
20191102T22-05,981
20191102T21-05,995
20191102T20-05,981
20191102T19-05,945
20191102T18-05,866
20191102T17-05,807
20191102T16-05,781
20191102T15-05,787
20191102T14-05,810
20191102T13-05,854
20191102T12-05,924
20191102T11-05,1009
20191102T10-05,1116
20191102T09-05,1210
20191102T08-05,1240
20191102T07-05,1173
20191102T06-05,1073
20191102T05-05,1009
20191102T04-05,983
20191102T03-05,950
20191102T02-05,946
20191102T01-05,942
20191102T00-05,953
20191101T23-05,992
20191101T22-05,1032
20191101T21-05,1051
20191101T20-05,1036
20191101T19-05,975
20191101T18-05,887
20191101T17-05,812
20191101T16-05,784
20191101T15-05,785
20191101T14-05,822
20191101T13-05,869
20191101T12-05,943
20191101T11-05,1037
20191101T10-05,1135
20191101T09-05,1223
