,coal,natural gas,petroleum,other,solar,hydro,wind
20191017T00Z,207,0,0,46,61,672,212
20191016T23Z,289,0,0,41,88,537,195
20191016T22Z,325,0,0,42,159,534,189
20191016T21Z,261,0,0,36,168,543,191
20191016T20Z,203,0,0,43,202,509,226
20191016T19Z,206,0,0,42,188,526,266
20191016T18Z,206,0,0,44,226,491,263
20191016T17Z,206,0,0,56,249,551,282
20191016T16Z,206,0,0,51,189,559,321
20191016T15Z,258,-1,-1,53,42,550,337
20191016T14Z,254,0,0,52,0,557,316
20191016T13Z,258,0,0,59,0,556,307
20191016T12Z,237,0,0,64,0,545,302
20191016T11Z,237,0,0,66,0,481,306
20191016T10Z,238,0,0,66,0,390,272
20191016T09Z,237,0,0,65,0,364,232
20191016T08Z,238,0,0,63,0,362,196
20191016T07Z,246,0,0,62,0,389,190
20191016T06Z,245,0,0,60,0,401,181
20191016T05Z,349,0,0,57,0,577,165
20191016T04Z,563,0,0,58,0,717,148
20191016T03Z,632,0,0,54,0,769,156
20191016T02Z,633,0,0,55,1,902,114
20191016T01Z,523,0,0,54,13,824,42
20191016T00Z,348,0,0,51,103,561,49
20191015T23Z,234,0,0,52,191,410,66
20191015T22Z,206,0,0,51,221,380,80
20191015T21Z,203,0,0,53,219,377,92
20191015T20Z,208,0,0,54,212,373,99
20191015T19Z,213,0,0,57,221,383,88
20191015T18Z,220,-1,0,57,234,377,85
20191015T17Z,231,0,0,61,243,380,82
20191015T16Z,373,0,0,61,185,481,89
20191015T15Z,441,0,0,50,42,696,89
20191015T14Z,280,0,0,59,0,773,56
20191015T13Z,291,-1,0,60,0,616,25
20191015T12Z,240,0,0,62,0,609,6
20191015T11Z,238,0,0,62,0,613,6
20191015T10Z,238,0,0,63,0,619,14
20191015T09Z,238,0,0,63,0,613,23
20191015T08Z,238,0,0,61,0,612,31
20191015T07Z,201,0,0,63,0,595,62
20191015T06Z,243,0,0,61,0,584,99
20191015T05Z,237,-1,0,59,0,558,123
20191015T04Z,335,0,0,60,0,630,207
20191015T03Z,344,0,0,58,0,736,225
20191015T02Z,295,0,0,59,0,727,248
20191015T01Z,363,0,0,55,18,580,246
20191015T00Z,319,0,0,55,116,471,201
20191014T23Z,321,0,0,56,217,469,197
20191014T22Z,277,0,0,57,231,465,184
20191014T21Z,242,0,0,58,222,441,159
20191014T20Z,254,0,0,55,219,495,124
20191014T19Z,277,0,0,56,224,491,69
20191014T18Z,310,0,0,58,240,489,52
20191014T17Z,334,0,0,59,244,517,66
20191014T16Z,338,-1,0,67,180,551,81
20191014T15Z,355,0,0,63,38,666,103
20191014T14Z,309,0,0,61,0,776,115
20191014T13Z,237,0,0,61,0,678,118
20191014T12Z,238,0,0,61,0,683,120
20191014T11Z,238,-1,0,62,0,652,129
20191014T10Z,237,0,0,65,0,655,138
20191014T09Z,237,0,0,62,0,653,138
20191014T08Z,248,0,-1,60,0,661,187
20191014T07Z,237,0,0,64,0,747,236
20191014T06Z,305,0,0,63,0,789,274
20191014T05Z,238,0,0,62,0,786,242
20191014T04Z,238,0,0,59,0,945,237
20191014T03Z,240,0,0,59,0,1055,258
20191014T02Z,237,-1,0,54,0,1061,199
20191014T01Z,278,0,0,57,15,943,140
20191014T00Z,258,-1,0,56,80,811,93
20191013T23Z,245,0,0,60,178,787,76
20191013T22Z,246,-1,0,56,181,781,73
20191013T21Z,246,0,0,56,222,784,125
20191013T20Z,247,-1,0,57,207,774,163
20191013T19Z,247,0,0,58,209,760,153
20191013T18Z,315,-1,0,59,217,761,123
20191013T17Z,336,0,0,60,215,722,131
20191013T16Z,336,-1,0,63,163,823,209
20191013T15Z,336,0,0,58,40,801,226
20191013T14Z,332,-1,0,50,1,811,211
20191013T13Z,261,0,0,54,0,807,205
20191013T12Z,238,-1,0,61,0,778,159
20191013T11Z,236,0,0,61,0,774,197
20191013T10Z,237,0,0,60,0,770,199
20191013T09Z,237,-1,0,59,0,777,148
20191013T08Z,237,0,0,59,0,797,72
20191013T07Z,239,0,0,58,0,785,83
20191013T06Z,238,0,0,59,0,752,88
20191013T05Z,237,0,0,61,0,795,86
20191013T04Z,238,0,0,56,0,794,89
20191013T03Z,236,-1,0,59,0,794,107
20191013T02Z,271,0,0,59,1,829,93
20191013T01Z,321,-1,0,57,31,768,46
20191013T00Z,284,0,0,56,173,742,25
20191012T23Z,283,-1,0,55,245,728,29
20191012T22Z,274,-1,0,54,248,715,55
20191012T21Z,268,0,0,54,235,604,88
20191012T20Z,268,-1,0,55,228,572,135
20191012T19Z,268,-1,0,54,235,541,182
20191012T18Z,267,0,0,56,253,558,214
20191012T17Z,267,-1,0,55,270,596,213
20191012T16Z,268,-1,0,61,214,588,267
20191012T15Z,283,0,0,58,53,679,280
20191012T14Z,286,-1,0,60,0,680,259
20191012T13Z,241,-1,0,58,0,612,273
20191012T12Z,237,0,0,60,0,614,269
20191012T11Z,237,-1,0,63,0,611,249
20191012T10Z,237,-1,0,60,0,611,242
20191012T09Z,237,0,0,62,0,620,262
20191012T08Z,237,-1,0,60,0,677,223
20191012T07Z,237,0,0,60,0,729,166
20191012T06Z,285,0,0,57,0,762,154
20191012T05Z,255,-1,0,59,0,834,174
20191012T04Z,253,0,-1,58,0,809,210
20191012T03Z,238,0,0,56,0,828,250
20191012T02Z,248,0,0,51,1,839,212
20191012T01Z,301,0,0,53,51,792,172
20191012T00Z,295,0,0,57,207,692,166
20191011T23Z,336,0,0,58,261,661,164
20191011T22Z,336,-1,0,58,259,664,193
20191011T21Z,344,0,0,53,235,688,222
20191011T20Z,344,0,0,56,229,676,245
20191011T19Z,345,0,0,55,239,685,275
20191011T18Z,353,0,0,56,253,696,199
20191011T17Z,293,0,0,57,229,793,181
20191011T16Z,291,-1,0,59,160,945,178
20191011T15Z,293,0,0,61,44,1036,229
20191011T14Z,298,0,0,63,0,1048,221
20191011T13Z,245,-1,0,61,0,991,162
20191011T12Z,238,0,0,61,0,980,127
20191011T11Z,237,0,0,60,0,939,94
20191011T10Z,238,0,0,59,0,946,70
20191011T09Z,238,-1,0,60,0,907,34
20191011T08Z,237,0,0,55,0,908,40
20191011T07Z,238,0,0,58,0,881,50
20191011T06Z,279,0,0,63,0,953,45
20191011T05Z,237,-1,0,62,0,937,27
20191011T04Z,237,0,0,60,0,993,14
20191011T03Z,246,0,0,59,0,1024,7
20191011T02Z,287,0,0,62,0,998,2
20191011T01Z,343,0,0,57,60,978,1
20191011T00Z,338,-1,0,55,213,938,3
20191010T23Z,338,0,0,57,267,900,0
20191010T22Z,338,0,0,56,258,902,6
20191010T21Z,340,0,0,57,247,896,2
20191010T20Z,339,0,0,58,233,894,6
20191010T19Z,339,-1,0,60,238,924,21
20191010T18Z,339,0,0,61,254,950,44
20191010T17Z,336,-1,0,63,252,939,67
20191010T16Z,355,0,0,57,188,946,69
20191010T15Z,390,0,0,59,44,957,86
20191010T14Z,336,-1,0,60,0,968,112
20191010T13Z,263,0,0,62,0,859,134
20191010T12Z,238,-1,0,59,0,757,148
20191010T11Z,238,0,0,60,0,758,163
20191010T10Z,238,-1,0,58,0,636,175
20191010T09Z,238,0,0,56,0,658,189
20191010T08Z,237,-1,0,56,0,794,192
20191010T07Z,238,0,0,57,0,921,218
20191010T06Z,239,-1,0,55,0,983,366
20191010T05Z,239,0,0,56,0,977,532
20191010T04Z,322,0,-1,56,0,977,556
20191010T03Z,468,-1,0,56,0,1008,594
20191010T02Z,431,0,0,57,0,1008,600
20191010T01Z,409,-1,0,61,35,1003,610
20191010T00Z,380,0,0,57,124,899,623
20191009T23Z,325,0,0,56,143,883,619
20191009T22Z,273,-1,0,56,181,860,630
20191009T21Z,230,0,0,57,175,867,684
20191009T20Z,239,0,0,58,166,876,681
20191009T19Z,225,0,0,59,172,878,677
20191009T18Z,230,-1,0,58,257,816,674
20191009T17Z,237,0,0,58,231,866,684
20191009T16Z,269,-1,0,58,164,934,681
20191009T15Z,359,0,0,61,34,963,677
20191009T14Z,309,-1,0,60,1,965,667
20191009T13Z,258,0,0,63,0,917,673
20191009T12Z,238,0,0,59,0,795,669
20191009T11Z,239,-1,0,59,0,797,644
20191009T10Z,238,0,0,60,0,639,607
20191009T09Z,239,-1,0,59,0,625,643
20191009T08Z,238,0,0,60,0,654,669
20191009T07Z,237,0,0,60,0,661,633
20191009T06Z,238,-1,0,59,0,652,580
20191009T05Z,238,0,0,58,0,888,483
20191009T04Z,237,0,0,58,0,936,318
20191009T03Z,264,0,0,56,0,965,222
20191009T02Z,382,-1,0,54,0,913,195
20191009T01Z,266,0,0,51,24,849,135
20191009T00Z,224,0,0,51,101,688,149
20191008T23Z,224,-1,0,49,124,732,152
20191008T22Z,224,0,0,50,154,686,196
20191008T21Z,226,0,0,48,150,671,196
20191008T20Z,227,0,0,51,159,765,178
20191008T19Z,229,-1,0,55,163,767,157
20191008T18Z,231,0,0,56,151,872,123
20191008T17Z,234,0,0,54,141,930,133
20191008T16Z,234,0,0,60,90,922,128
20191008T15Z,240,-1,0,59,28,947,114
20191008T14Z,240,0,0,62,0,930,145
20191008T13Z,237,-1,0,61,0,931,152
20191008T12Z,239,0,0,59,0,844,166
20191008T11Z,238,0,0,58,0,810,142
20191008T10Z,239,0,0,65,0,804,115
20191008T09Z,238,-1,0,65,0,877,105
20191008T08Z,237,0,0,60,0,881,88
20191008T07Z,238,0,0,63,0,873,87
20191008T06Z,237,-1,0,62,0,952,92
20191008T05Z,237,0,0,62,0,982,95
20191008T04Z,237,0,0,61,0,981,114
20191008T03Z,237,0,0,62,0,985,125
20191008T02Z,243,-1,0,61,4,995,107
20191008T01Z,255,0,0,58,53,1015,74
20191008T00Z,229,0,0,55,189,988,58
20191007T23Z,233,-1,0,56,243,968,66
20191007T22Z,235,-1,0,51,261,959,61
20191007T21Z,238,-1,0,51,233,908,80
20191007T20Z,239,-1,-1,50,228,900,100
20191007T19Z,238,-1,0,55,238,812,122
20191007T18Z,238,-1,0,54,255,817,107
20191007T17Z,237,-1,0,59,260,870,115
20191007T16Z,239,-1,0,58,225,858,167
20191007T15Z,280,-1,0,63,68,956,258
20191007T14Z,250,-1,0,61,1,965,272
20191007T13Z,239,-1,0,60,0,946,260
20191007T12Z,239,-1,0,61,0,843,252
20191007T11Z,237,-1,0,60,0,744,230
20191007T10Z,238,-1,0,61,0,711,223
20191007T09Z,237,-1,0,60,0,649,232
20191007T08Z,239,-1,0,61,0,645,225
20191007T07Z,235,-1,0,61,0,707,203
20191007T06Z,237,0,0,59,0,718,236
20191007T05Z,237,0,0,62,0,894,230
20191007T04Z,267,0,0,58,0,948,189
20191007T03Z,360,-1,0,59,0,970,129
20191007T02Z,418,0,0,57,0,1000,76
20191007T01Z,329,0,0,54,84,933,88
20191007T00Z,289,-1,0,56,225,686,94
20191006T23Z,297,0,0,53,266,676,93
20191006T22Z,328,0,0,56,253,669,87
20191006T21Z,352,0,0,57,243,737,72
20191006T20Z,362,-1,0,57,236,760,63
20191006T19Z,386,0,0,59,241,727,53
20191006T18Z,376,0,0,58,257,706,21
20191006T17Z,379,0,0,57,268,745,30
20191006T16Z,380,-1,0,61,227,738,39
20191006T15Z,237,0,0,62,70,892,18
20191006T14Z,238,-1,0,63,1,899,10
20191006T13Z,238,0,0,62,0,878,8
20191006T12Z,236,0,0,63,0,885,22
20191006T11Z,237,-1,0,60,0,728,73
20191006T10Z,236,0,0,63,0,742,75
20191006T09Z,230,0,0,60,0,738,103
20191006T08Z,235,-1,0,59,0,748,150
20191006T07Z,237,0,0,59,0,864,149
20191006T06Z,237,0,0,57,0,947,149
20191006T05Z,238,0,0,60,0,1010,194
20191006T04Z,238,-1,0,57,0,1005,230
20191006T03Z,237,0,0,58,0,995,308
20191006T02Z,238,0,0,55,1,996,356
20191006T01Z,239,0,0,52,69,1016,446
20191006T00Z,238,-1,0,53,201,1009,420
20191005T23Z,239,0,0,53,240,999,325
20191005T22Z,237,0,0,55,227,1001,197
20191005T21Z,238,-1,0,55,208,981,93
20191005T20Z,238,0,0,53,219,1012,46
20191005T19Z,238,0,0,50,228,1010,17
20191005T18Z,238,0,0,52,244,1002,7
20191005T17Z,238,-1,0,56,239,1002,7
20191005T16Z,238,0,0,55,214,1012,15
20191005T15Z,245,0,0,59,63,989,23
20191005T14Z,276,-1,0,61,0,989,4
20191005T13Z,238,0,-1,59,0,929,1
20191005T12Z,238,-1,0,56,0,938,6
20191005T11Z,238,0,0,57,0,932,16
20191005T10Z,238,0,0,55,0,912,30
20191005T09Z,238,-1,0,57,0,912,55
20191005T08Z,237,0,0,57,0,908,100
20191005T07Z,238,0,0,54,0,920,129
20191005T06Z,237,-1,0,56,0,939,157
20191005T05Z,237,0,0,53,0,1025,179
20191005T04Z,261,0,0,52,0,1061,259
20191005T03Z,237,-1,0,54,0,1030,358
20191005T02Z,302,0,0,52,0,1035,446
20191005T01Z,308,0,0,50,44,1103,503
20191005T00Z,244,0,0,48,172,1032,520
20191004T23Z,269,-1,0,48,165,878,515
20191004T22Z,270,0,0,47,170,806,508
20191004T21Z,268,0,0,50,167,649,522
20191004T20Z,260,0,0,50,161,606,537
20191004T19Z,275,-1,0,51,131,668,545
20191004T18Z,276,0,0,53,65,680,525
20191004T17Z,274,0,0,53,32,666,481
20191004T16Z,259,-1,0,57,21,793,471
20191004T15Z,277,0,0,54,5,902,497
20191004T14Z,278,0,0,55,0,882,467
20191004T13Z,224,-1,0,53,0,755,399
20191004T12Z,219,0,0,51,0,657,308
20191004T11Z,220,0,0,42,0,658,180
20191004T10Z,218,-1,0,40,0,662,157
20191004T09Z,217,0,0,45,0,637,149
20191004T08Z,219,0,0,44,0,637,234
20191004T07Z,238,-1,0,56,0,636,243
20191004T06Z,238,0,0,56,0,759,345
20191004T05Z,238,0,0,53,0,942,300
20191004T04Z,238,-1,0,52,0,1025,281
20191004T03Z,239,0,0,53,0,1047,313
20191004T02Z,291,0,0,49,4,1071,195
20191004T01Z,354,-1,0,48,49,1072,184
20191004T00Z,318,0,0,45,139,958,105
20191003T23Z,316,0,0,46,139,931,85
20191003T22Z,318,-1,0,45,155,820,127
20191003T21Z,317,-5,0,50,165,820,147
20191003T20Z,317,-5,0,46,167,797,196
20191003T19Z,317,-5,0,46,185,824,278
20191003T18Z,317,-5,0,53,209,818,332
20191003T17Z,315,-5,0,49,217,814,311
20191003T16Z,317,-5,0,54,181,997,298
20191003T15Z,338,-5,0,51,63,1080,310
20191003T14Z,324,-5,0,55,1,1083,341
20191003T13Z,253,-5,0,57,0,963,338
20191003T12Z,239,-5,0,55,0,784,324
20191003T11Z,238,-5,0,56,0,775,345
20191003T10Z,239,-5,0,58,0,755,323
20191003T09Z,238,-5,0,54,0,736,340
20191003T08Z,238,-5,0,57,0,741,373
20191003T07Z,240,96,0,55,0,809,350
20191003T06Z,237,268,0,55,0,802,287
20191003T05Z,238,275,-1,54,0,816,238
20191003T04Z,237,282,0,54,0,948,257
20191003T03Z,283,283,0,50,0,1070,246
20191003T02Z,301,280,0,52,1,1135,193
20191003T01Z,363,275,0,51,79,1088,132
20191003T00Z,343,252,0,49,227,908,104
20191002T23Z,341,239,0,47,266,892,92
20191002T22Z,340,243,0,48,257,891,95
20191002T21Z,341,257,0,50,246,861,106
20191002T20Z,340,206,0,47,231,858,120
20191002T19Z,341,190,0,49,240,865,109
20191002T18Z,364,228,0,51,242,891,74
20191002T17Z,339,238,0,51,262,914,35
20191002T16Z,340,252,0,54,229,1062,40
20191002T15Z,368,282,0,56,63,1101,52
20191002T14Z,313,284,0,55,1,1098,101
20191002T13Z,255,280,0,57,0,1079,137
20191002T12Z,238,280,0,56,0,902,154
20191002T11Z,239,280,0,56,0,710,90
20191002T10Z,238,278,0,54,0,718,96
20191002T09Z,261,280,0,56,0,765,132
20191002T08Z,314,277,0,55,0,734,136
20191002T07Z,238,279,0,54,0,672,132
20191002T06Z,239,287,0,54,0,745,119
20191002T05Z,239,286,0,52,0,888,177
20191002T04Z,238,285,0,54,0,1101,233
20191002T03Z,254,285,0,51,0,1063,281
20191002T02Z,338,283,0,52,1,1062,288
20191002T01Z,391,272,0,52,63,956,301
20191002T00Z,391,222,0,54,185,824,238
20191001T23Z,391,241,0,52,195,786,164
20191001T22Z,391,268,0,49,198,803,117
20191001T21Z,390,279,0,46,245,787,93
20191001T20Z,392,276,0,53,228,787,83
20191001T19Z,390,283,0,54,235,800,94
20191001T18Z,389,272,0,54,247,810,105
20191001T17Z,386,274,0,52,187,931,113
20191001T16Z,384,283,0,53,77,938,111
20191001T15Z,421,245,0,58,29,1018,99
20191001T14Z,426,116,0,55,0,1021,98
20191001T13Z,243,54,0,55,0,1073,95
20191001T12Z,241,4,0,59,0,957,111
20191001T11Z,240,30,0,59,0,839,115
20191001T10Z,240,56,0,56,0,827,109
20191001T09Z,242,56,0,61,0,791,104
20191001T08Z,241,21,0,61,0,775,107
20191001T07Z,237,2,0,59,0,738,113
20191001T06Z,238,-2,0,58,0,740,118
20191001T05Z,239,-2,0,58,0,860,193
20191001T04Z,238,-2,0,56,0,972,183
20191001T03Z,245,-1,0,56,0,1142,146
20191001T02Z,254,-2,0,58,1,1147,188
20191001T01Z,324,0,0,56,23,1020,293
20191001T00Z,365,-1,0,54,51,807,66
20190930T23Z,366,0,0,54,118,845,60
20190930T22Z,372,0,0,56,150,927,42
20190930T21Z,375,0,-1,56,167,907,32
20190930T20Z,373,-1,0,53,204,910,38
20190930T19Z,374,0,0,55,228,944,45
20190930T18Z,372,0,0,947,227,953,46
20190930T17Z,374,-1,0,57,209,951,39
20190930T16Z,363,-1,0,59,157,1102,83
20190930T15Z,401,0,0,61,25,1136,101
20190930T14Z,377,-1,0,60,0,1126,119
20190930T13Z,281,0,0,63,0,1120,95
20190930T12Z,264,0,0,60,0,1057,82
20190930T11Z,259,-1,0,61,0,783,51
20190930T10Z,259,0,0,61,0,805,42
20190930T09Z,260,-1,0,62,0,798,55
20190930T08Z,258,0,0,61,0,847,58
20190930T07Z,258,-1,0,61,0,840,51
20190930T06Z,258,0,0,60,0,847,80
20190930T05Z,258,0,0,58,0,955,82
20190930T04Z,296,-1,0,60,0,1105,75
20190930T03Z,519,0,0,57,0,1152,122
20190930T02Z,405,0,0,60,2,1188,60
20190930T01Z,256,-1,0,58,51,941,118
20190930T00Z,223,0,0,57,90,851,141
20190929T23Z,223,0,0,61,122,801,150
20190929T22Z,224,0,0,57,146,829,163
20190929T21Z,223,-1,0,59,140,825,149
20190929T20Z,222,0,0,59,153,855,203
20190929T19Z,222,0,0,57,207,780,234
20190929T18Z,225,0,0,60,223,716,263
20190929T17Z,223,-1,0,60,198,837,272
20190929T16Z,222,0,0,61,115,843,289
20190929T15Z,223,-1,0,61,25,866,371
20190929T14Z,224,0,0,62,0,797,396
20190929T13Z,224,0,0,59,0,695,397
20190929T12Z,223,-1,0,61,0,661,431
20190929T11Z,223,0,0,60,0,657,377
20190929T10Z,222,-1,0,62,0,686,378
20190929T09Z,222,0,0,62,0,767,328
20190929T08Z,224,-1,0,59,0,761,344
20190929T07Z,223,0,0,60,0,918,333
20190929T06Z,223,0,0,60,0,971,408
20190929T05Z,223,-1,0,57,0,967,417
20190929T04Z,231,0,0,58,0,964,433
20190929T03Z,259,0,0,59,0,965,406
20190929T02Z,260,0,0,59,0,921,381
20190929T01Z,260,-1,0,54,27,909,409
20190929T00Z,258,0,0,58,24,742,348
20190928T23Z,258,0,0,59,60,713,279
20190928T22Z,260,0,0,58,94,704,363
20190928T21Z,259,-1,0,57,78,737,430
20190928T20Z,258,0,0,51,87,741,417
20190928T19Z,258,0,0,54,64,740,471
20190928T18Z,258,0,-1,57,36,749,485
20190928T17Z,259,-1,0,56,16,754,311
20190928T16Z,260,0,0,57,26,845,201
20190928T15Z,261,0,0,55,18,936,263
20190928T14Z,259,-1,0,60,0,936,289
20190928T13Z,259,0,0,58,0,851,269
20190928T12Z,262,0,0,59,0,820,198
20190928T11Z,260,0,0,60,0,818,177
20190928T10Z,258,-1,0,58,0,822,176
20190928T09Z,233,0,0,56,0,822,181
20190928T08Z,225,0,0,58,0,812,133
20190928T07Z,224,0,0,52,0,919,147
20190928T06Z,227,-1,0,53,0,1037,147
20190928T05Z,261,0,0,52,0,1092,155
20190928T04Z,259,0,0,52,0,1105,178
20190928T03Z,259,-1,0,50,0,1087,173
20190928T02Z,262,0,0,52,3,1096,159
20190928T01Z,260,0,0,52,56,1113,159
20190928T00Z,261,0,0,50,168,1103,179
20190927T23Z,231,-1,0,48,225,1070,176
20190927T22Z,224,0,0,48,248,1045,222
20190927T21Z,225,0,0,50,244,946,255
20190927T20Z,226,0,0,49,243,951,256
20190927T19Z,225,-1,0,49,266,963,281
20190927T18Z,224,0,0,50,261,952,334
20190927T17Z,224,0,0,57,259,943,357
20190927T16Z,226,-1,0,57,233,944,306
20190927T15Z,225,0,0,59,88,946,386
20190927T14Z,225,0,0,56,0,947,433
20190927T13Z,225,0,0,59,0,844,444
20190927T12Z,226,-1,0,56,0,699,482
20190927T11Z,224,0,0,59,0,685,549
20190927T10Z,225,0,0,57,0,686,532
20190927T09Z,253,0,0,54,0,698,543
20190927T08Z,254,-1,0,55,0,692,516
20190927T07Z,254,0,0,53,0,734,455
20190927T06Z,253,0,0,53,0,840,393
20190927T05Z,254,0,0,55,0,953,397
20190927T04Z,254,-1,0,51,0,1044,272
20190927T03Z,254,0,0,47,0,1046,259
20190927T02Z,253,0,0,50,6,979,262
20190927T01Z,255,-1,0,50,82,974,277
20190927T00Z,254,0,0,46,212,933,329
20190926T23Z,254,0,0,47,246,825,301
20190926T22Z,254,-1,0,52,249,818,286
20190926T21Z,254,0,0,50,234,798,189
20190926T20Z,254,0,0,51,241,773,107
20190926T19Z,254,-1,0,54,236,765,78
20190926T18Z,255,0,0,55,250,883,37
20190926T17Z,254,0,0,56,255,869,21
20190926T16Z,254,0,0,61,230,1025,14
20190926T15Z,267,-1,0,58,95,1044,38
20190926T14Z,253,0,0,61,2,1062,39
20190926T13Z,253,0,0,61,0,1078,28
20190926T12Z,253,-1,0,59,0,878,33
20190926T11Z,251,0,0,60,0,868,69
20190926T10Z,254,0,0,60,0,863,105
20190926T09Z,253,-1,0,59,0,860,168
20190926T08Z,252,0,0,56,0,741,218
20190926T07Z,253,0,0,60,0,753,288
20190926T06Z,253,-1,0,55,0,887,369
20190926T05Z,253,0,0,56,0,1038,433
20190926T04Z,266,-1,0,55,0,1120,427
20190926T03Z,384,-1,0,53,0,1201,425
20190926T02Z,279,-1,0,53,7,1209,410
20190926T01Z,305,0,0,47,119,1126,435
20190926T00Z,334,-1,0,51,227,970,444
20190925T23Z,471,0,0,48,260,933,437
20190925T22Z,243,0,0,50,249,815,461
20190925T21Z,225,-1,-1,50,245,881,480
20190925T20Z,224,0,0,52,249,861,490
20190925T19Z,224,0,0,50,253,836,516
20190925T18Z,225,0,0,55,258,910,510
20190925T17Z,223,-1,0,56,275,892,496
20190925T16Z,223,0,0,56,243,869,486
20190925T15Z,226,-1,0,57,100,971,471
20190925T14Z,225,0,0,57,5,948,490
20190925T13Z,225,0,0,58,0,932,462
20190925T12Z,225,0,0,49,0,902,377
20190925T11Z,225,-1,0,51,0,881,360
20190925T10Z,225,0,0,53,0,897,388
20190925T09Z,224,-1,0,54,0,779,364
20190925T08Z,224,-3,0,53,0,771,397
20190925T07Z,225,-1,0,54,0,776,404
20190925T06Z,224,56,0,51,0,866,390
20190925T05Z,223,242,0,53,0,1008,345
20190925T04Z,230,268,0,50,0,1061,365
20190925T03Z,224,264,0,48,0,1077,455
20190925T02Z,233,264,0,46,8,1094,505
20190925T01Z,293,263,0,44,134,974,551
20190925T00Z,324,264,0,45,231,928,553
20190924T23Z,325,264,0,49,254,926,536
20190924T22Z,325,263,0,47,257,919,472
20190924T21Z,325,264,0,52,266,903,443
20190924T20Z,323,245,0,49,202,880,423
20190924T19Z,320,250,0,50,236,869,401
20190924T18Z,246,261,0,51,2384,891,394
20190924T17Z,226,270,0,52,226,957,293
20190924T16Z,225,272,0,56,185,960,238
20190924T15Z,227,276,0,54,102,1013,220
20190924T14Z,227,276,0,55,2,1013,229
20190924T13Z,228,275,0,55,0,914,241
20190924T12Z,228,276,0,56,0,792,227
20190924T11Z,228,273,0,56,0,673,249
20190924T10Z,227,277,0,57,0,642,273
20190924T09Z,227,276,0,55,0,642,300
20190924T08Z,228,277,0,58,0,652,317
20190924T07Z,261,278,0,56,63,667,326
20190924T06Z,258,278,0,57,63,764,327
20190924T05Z,258,275,0,52,63,888,313
20190924T04Z,258,275,0,54,63,1047,357
20190924T03Z,251,273,0,53,63,1126,342
20190924T02Z,224,273,0,48,72,1134,317
20190924T01Z,225,268,0,51,177,968,353
20190924T00Z,225,266,0,49,236,948,295
20190923T23Z,224,269,0,47,251,917,240
20190923T22Z,225,268,0,48,261,822,253
20190923T21Z,224,268,0,50,256,805,212
20190923T20Z,226,267,0,48,239,902,216
20190923T19Z,224,270,0,52,249,907,211
20190923T18Z,225,270,0,53,262,910,213
20190923T17Z,226,274,0,51,257,926,213
20190923T16Z,231,274,0,53,243,932,223
20190923T15Z,343,277,0,57,138,976,299
20190923T14Z,241,277,0,55,64,975,362
20190923T13Z,226,276,0,60,0,859,346
20190923T12Z,228,276,0,55,0,740,283
20190923T11Z,228,276,0,58,0,673,254
20190923T10Z,226,275,0,57,0,668,184
20190923T09Z,226,274,0,56,0,669,212
20190923T08Z,225,275,0,58,0,666,168
20190923T07Z,225,275,0,56,63,697,121
20190923T06Z,256,274,0,57,63,742,153
20190923T05Z,259,274,0,52,63,869,199
20190923T04Z,277,273,0,56,63,989,192
20190923T03Z,373,273,0,53,63,1072,193
20190923T02Z,233,269,0,55,67,1059,207
20190923T01Z,225,268,0,48,128,1060,186
20190923T00Z,225,267,0,52,173,1081,193
20190922T23Z,225,265,0,54,252,1093,192
20190922T22Z,224,268,0,52,232,962,180
20190922T21Z,224,266,0,56,233,851,189
20190922T20Z,225,263,0,54,232,854,191
20190922T19Z,225,256,0,56,240,773,199
20190922T18Z,226,191,0,56,253,765,205
20190922T17Z,225,216,0,61,261,764,209
20190922T16Z,225,271,0,61,247,764,193
20190922T15Z,224,278,-1,66,146,773,181
20190922T14Z,225,281,0,62,65,839,147
20190922T13Z,225,280,0,62,63,871,113
20190922T12Z,224,278,0,63,63,863,88
20190922T11Z,225,280,0,64,63,804,73
20190922T10Z,225,278,0,62,63,773,77
20190922T09Z,227,274,0,62,0,833,91
20190922T08Z,224,261,0,63,0,836,91
20190922T07Z,223,264,0,61,63,846,93
20190922T06Z,225,273,0,65,63,950,103
20190922T05Z,224,273,0,59,63,1068,126
20190922T04Z,225,272,0,58,63,1076,137
20190922T03Z,224,269,0,58,63,1070,162
20190922T02Z,272,270,0,54,75,1074,133
20190922T01Z,239,267,0,55,162,1071,137
20190922T00Z,227,268,0,58,228,1071,147
20190921T23Z,225,267,0,54,256,1071,140
20190921T22Z,227,269,0,55,252,975,143
20190921T21Z,227,262,0,55,239,916,129
20190921T20Z,229,252,0,58,244,895,113
20190921T19Z,227,204,0,55,239,893,128
20190921T18Z,226,210,0,60,242,878,122
20190921T17Z,228,208,0,59,240,898,86
20190921T16Z,224,256,0,64,209,914,62
20190921T15Z,226,283,0,64,125,849,77
20190921T14Z,225,282,0,63,65,749,124
20190921T13Z,225,282,0,64,63,650,165
20190921T12Z,226,281,0,52,63,648,230
20190921T11Z,224,282,0,59,63,648,261
20190921T10Z,226,279,0,58,0,645,260
20190921T09Z,225,280,0,61,0,648,371
20190921T08Z,225,277,0,60,0,642,388
20190921T07Z,225,278,0,56,63,671,380
20190921T06Z,225,280,0,60,63,710,407
20190921T05Z,240,277,0,58,63,843,396
20190921T04Z,226,277,0,58,63,960,345
20190921T03Z,225,276,0,50,63,968,312
