,coal,natural gas,solar,hydro,wind
20190610T10-07,2114,61,43,1429,549
20190610T09-07,2196,64,43,1387,559
20190610T08-07,2173,61,40,1388,548
20190610T07-07,2032,62,33,1398,397
20190610T06-07,1837,64,11,1290,405
20190610T05-07,1797,65,0,1233,312
20190610T04-07,1850,62,0,1232,272
20190610T03-07,1878,62,0,1227,233
20190610T02-07,1885,63,0,1216,142
20190610T01-07,1979,62,0,1215,103
20190610T00-07,2009,63,0,1172,34
20190609T23-07,2126,63,0,1174,3
20190609T22-07,2351,62,0,1184,1
20190609T21-07,2386,72,0,1295,18
20190609T20-07,2414,67,0,1312,56
20190609T19-07,2293,63,16,1334,127
20190609T18-07,2227,66,36,1335,213
20190609T17-07,2121,67,42,1335,263
20190609T16-07,2003,67,43,1305,285
20190609T15-07,1986,65,40,1265,321
20190609T14-07,1936,65,41,1230,350
20190609T13-07,1901,63,41,1221,399
20190609T12-07,1932,62,40,1241,415
20190609T11-07,1941,59,40,1271,508
20190609T10-07,1951,61,38,1251,588
20190609T09-07,1958,62,35,1214,664
20190609T08-07,1894,60,23,1213,694
20190609T07-07,1849,61,12,1211,608
20190609T06-07,1824,60,3,1220,609
20190609T05-07,1827,61,0,1229,637
20190609T04-07,1844,60,0,1235,614
20190609T03-07,1849,61,0,1236,572
20190609T02-07,1866,61,0,1240,620
20190609T01-07,1859,60,0,1227,682
20190609T00-07,1852,60,0,1178,714
20190608T23-07,1873,60,0,1176,687
20190608T22-07,2047,62,0,1223,691
20190608T21-07,2176,62,0,1257,663
20190608T20-07,2177,64,0,1306,654
20190608T19-07,2172,64,7,1338,628
20190608T18-07,2270,68,17,1346,425
20190608T17-07,2347,63,25,1342,424
20190608T16-07,2356,63,30,1316,420
20190608T15-07,2335,65,35,1261,396
20190608T14-07,2230,65,34,1260,367
20190608T13-07,2209,64,40,1245,252
20190608T12-07,2149,64,43,1237,281
20190608T11-07,2158,66,41,1247,306
20190608T10-07,1987,67,40,1255,361
20190608T09-07,2021,66,39,1237,374
20190608T08-07,2021,65,28,1182,320
20190608T07-07,1938,62,15,1203,338
20190608T06-07,1781,60,5,1209,379
20190608T05-07,1799,60,0,1190,430
20190608T04-07,1840,63,0,1239,432
20190608T03-07,1838,63,0,1234,436
20190608T02-07,1857,63,0,1235,500
20190608T01-07,1888,60,0,1233,539
20190608T00-07,1916,63,0,1203,543
20190607T23-07,1933,63,0,1310,254
20190607T22-07,2102,63,0,1447,192
20190607T21-07,2151,63,0,1515,363
20190607T20-07,2246,63,0,1521,454
20190607T19-07,2386,63,9,1541,474
20190607T18-07,2375,62,18,1574,529
20190607T17-07,2307,63,19,1588,576
20190607T16-07,2340,62,34,1554,653
20190607T15-07,2354,61,33,1504,590
20190607T14-07,2307,63,34,1532,546
20190607T13-07,2152,62,36,1476,511
20190607T12-07,2077,64,32,1482,477
20190607T11-07,2046,66,37,1449,418
20190607T10-07,1963,67,36,1421,421
20190607T09-07,1959,64,33,1404,431
20190607T08-07,1948,62,31,1370,454
20190607T07-07,1842,90,26,1352,425
20190607T06-07,1674,108,7,1277,539
20190607T05-07,1795,66,0,1223,555
20190607T04-07,1853,63,0,1212,568
20190607T03-07,1776,63,0,1209,553
20190607T02-07,1760,64,0,1203,569
20190607T01-07,1820,63,0,1208,593
20190607T00-07,1947,62,0,1199,610
20190606T23-07,2033,64,0,1289,619
20190606T22-07,2354,63,0,1402,610
20190606T21-07,2474,62,0,1480,560
20190606T20-07,2575,62,0,1530,408
20190606T19-07,2744,62,5,1508,219
20190606T18-07,2775,65,22,1525,103
