,natural gas,solar
20191030T14-07,553,97
20191030T13-07,578,90
20191030T12-07,623,77
20191030T11-07,608,85
20191030T10-07,603,97
20191030T09-07,617,82
20191030T08-07,654,46
20191030T07-07,696,4
20191030T06-07,671,0
20191030T05-07,592,0
20191030T04-07,540,0
20191030T03-07,529,0
20191030T02-07,523,0
20191030T01-07,540,0
20191030T00-07,493,0
20191029T23-07,556,0
20191029T22-07,622,0
20191029T21-07,720,0
20191029T20-07,775,0
20191029T19-07,784,0
20191029T18-07,753,1
20191029T17-07,689,36
20191029T16-07,636,79
20191029T15-07,623,94
20191029T14-07,589,97
20191029T13-07,580,96
20191029T12-07,563,96
20191029T11-07,553,97
20191029T10-07,551,97
20191029T09-07,544,91
20191029T08-07,481,56
20191029T07-07,700,6
20191029T06-07,598,0
20191029T05-07,490,0
20191029T04-07,445,0
20191029T03-07,429,0
20191029T02-07,434,0
20191029T01-07,449,0
20191029T00-07,527,0
20191028T23-07,579,0
20191028T22-07,621,0
20191028T21-07,692,0
20191028T20-07,739,0
20191028T19-07,781,0
20191028T18-07,760,1
20191028T17-07,686,34
20191028T16-07,658,76
20191028T15-07,631,86
20191028T14-07,602,91
20191028T13-07,582,92
20191028T12-07,569,92
20191028T11-07,560,91
20191028T10-07,559,84
20191028T09-07,574,67
20191028T08-07,586,33
20191028T07-07,631,1
20191028T06-07,607,0
20191028T05-07,515,0
20191028T04-07,463,0
20191028T03-07,449,0
20191028T02-07,457,0
20191028T01-07,472,0
20191028T00-07,508,0
20191027T23-07,548,0
20191027T22-07,616,0
20191027T21-07,681,0
20191027T20-07,724,0
20191027T19-07,742,0
20191027T18-07,705,1
20191027T17-07,641,39
20191027T16-07,565,84
20191027T15-07,521,93
20191027T14-07,496,94
20191027T13-07,487,93
20191027T12-07,468,93
20191027T11-07,448,95
20191027T10-07,430,95
20191027T09-07,430,91
20191027T08-07,453,61
20191027T07-07,499,7
20191027T06-07,505,0
20191027T05-07,484,0
20191027T04-07,471,0
20191027T03-07,470,0
20191027T02-07,465,0
20191027T01-07,498,0
20191027T00-07,636,0
20191026T23-07,668,0
20191026T22-07,624,0
20191026T21-07,661,0
20191026T20-07,683,0
20191026T19-07,700,0
20191026T18-07,677,2
20191026T17-07,601,44
20191026T16-07,538,89
20191026T15-07,501,96
20191026T14-07,504,96
20191026T13-07,509,95
20191026T12-07,511,95
20191026T11-07,459,96
20191026T10-07,523,97
20191026T09-07,528,92
20191026T08-07,571,63
20191026T07-07,613,8
20191026T06-07,687,0
20191026T05-07,659,0
20191026T04-07,640,0
20191026T03-07,617,0
20191026T02-07,647,0
20191026T01-07,671,0
20191026T00-07,694,1
20191025T23-07,718,1
20191025T22-07,660,1
20191025T21-07,712,1
20191025T20-07,728,1
20191025T19-07,735,1
20191025T18-07,701,2
20191025T17-07,623,45
20191025T16-07,563,91
20191025T15-07,557,100
20191025T14-07,564,99
20191025T13-07,564,99
20191025T12-07,581,98
20191025T11-07,603,97
20191025T10-07,606,100
20191025T09-07,612,95
20191025T08-07,648,65
20191025T07-07,773,8
20191025T06-07,820,0
20191025T05-07,697,0
20191025T04-07,648,0
20191025T03-07,628,0
20191025T02-07,629,0
20191025T01-07,645,0
20191025T00-07,596,0
20191024T23-07,613,0
20191024T22-07,650,0
20191024T21-07,722,0
20191024T20-07,754,0
20191024T19-07,771,0
20191024T18-07,720,2
20191024T17-07,647,42
20191024T16-07,628,88
20191024T15-07,611,100
20191024T14-07,596,101
20191024T13-07,576,100
20191024T12-07,584,99
20191024T11-07,578,100
20191024T10-07,574,99
20191024T09-07,577,87
20191024T08-07,602,57
20191024T07-07,654,6
20191024T06-07,676,0
20191024T05-07,591,0
20191024T04-07,536,0
20191024T03-07,538,0
20191024T02-07,536,0
20191024T01-07,552,0
20191024T00-07,433,0
20191023T23-07,476,0
20191023T22-07,570,0
20191023T21-07,638,0
20191023T20-07,712,0
20191023T19-07,747,0
20191023T18-07,748,2
20191023T17-07,704,45
20191023T16-07,654,89
20191023T15-07,618,97
20191023T14-07,578,96
20191023T13-07,540,95
20191023T12-07,514,95
20191023T11-07,477,96
20191023T10-07,466,97
20191023T09-07,453,92
20191023T08-07,475,64
20191023T07-07,540,9
20191023T06-07,509,0
20191023T05-07,422,0
20191023T04-07,384,0
20191023T03-07,370,0
20191023T02-07,377,0
20191023T01-07,391,0
20191023T00-07,440,0
20191022T23-07,490,0
20191022T22-07,559,0
20191022T21-07,642,0
20191022T20-07,716,0
20191022T19-07,746,0
20191022T18-07,735,3
20191022T17-07,680,48
20191022T16-07,645,91
20191022T15-07,611,99
20191022T14-07,569,98
20191022T13-07,492,97
20191022T12-07,459,97
20191022T11-07,490,98
20191022T10-07,453,100
20191022T09-07,442,95
20191022T08-07,466,68
20191022T07-07,537,10
20191022T06-07,482,0
20191022T05-07,418,0
20191022T04-07,384,0
20191022T03-07,383,0
20191022T02-07,382,0
20191022T01-07,393,0
20191022T00-07,377,0
20191021T23-07,356,0
20191021T22-07,397,0
20191021T21-07,465,0
20191021T20-07,529,0
20191021T19-07,550,0
20191021T18-07,527,3
20191021T17-07,483,50
20191021T16-07,450,93
20191021T15-07,426,101
20191021T14-07,390,100
20191021T13-07,358,98
20191021T12-07,332,98
20191021T11-07,369,100
20191021T10-07,390,101
20191021T09-07,375,96
20191021T08-07,368,67
20191021T07-07,358,10
20191021T06-07,319,0
20191021T05-07,309,0
20191021T04-07,311,0
20191021T03-07,302,0
20191021T02-07,303,0
20191021T01-07,303,0
20191021T00-07,316,0
20191020T23-07,308,0
20191020T22-07,381,0
20191020T21-07,448,0
20191020T20-07,497,0
20191020T19-07,524,0
20191020T18-07,522,3
20191020T17-07,480,51
20191020T16-07,431,91
20191020T15-07,402,99
20191020T14-07,386,100
20191020T13-07,368,99
20191020T12-07,356,99
20191020T11-07,340,100
20191020T10-07,328,105
20191020T09-07,341,94
20191020T08-07,343,66
20191020T07-07,322,9
20191020T06-07,347,0
20191020T05-07,323,0
20191020T04-07,307,0
20191020T03-07,307,0
20191020T02-07,322,0
20191020T01-07,349,0
20191020T00-07,370,0
20191019T23-07,408,0
20191019T22-07,451,0
20191019T21-07,510,0
20191019T20-07,548,1
20191019T19-07,586,1
20191019T18-07,590,4
20191019T17-07,572,51
20191019T16-07,538,91
20191019T15-07,498,99
20191019T14-07,449,98
20191019T13-07,428,97
20191019T12-07,383,97
20191019T11-07,356,98
20191019T10-07,322,100
20191019T09-07,317,95
20191019T08-07,314,66
20191019T07-07,353,9
20191019T06-07,339,0
20191019T05-07,318,0
20191019T04-07,329,0
20191019T03-07,322,0
20191019T02-07,325,0
20191019T01-07,345,0
20191019T00-07,380,0
20191018T23-07,435,0
20191018T22-07,482,0
20191018T21-07,551,0
20191018T20-07,604,0
20191018T19-07,643,0
20191018T18-07,623,3
20191018T17-07,606,42
20191018T16-07,573,66
20191018T15-07,595,74
20191018T14-07,587,70
20191018T13-07,599,67
20191018T12-07,551,83
20191018T11-07,557,85
20191018T10-07,524,89
20191018T09-07,475,88
20191018T08-07,453,57
20191018T07-07,468,9
20191018T06-07,493,0
20191018T05-07,432,0
20191018T04-07,379,0
20191018T03-07,359,0
20191018T02-07,371,0
20191018T01-07,458,0
20191018T00-07,717,0
20191017T23-07,760,0
20191017T22-07,740,0
20191017T21-07,833,0
20191017T20-07,882,0
20191017T19-07,915,0
20191017T18-07,916,4
20191017T17-07,912,51
20191017T16-07,872,89
20191017T15-07,833,97
20191017T14-07,732,98
20191017T13-07,611,98
20191017T12-07,609,97
20191017T11-07,564,97
20191017T10-07,539,98
20191017T09-07,516,94
20191017T08-07,521,68
20191017T07-07,587,10
20191017T06-07,669,0
20191017T05-07,589,0
20191017T04-07,541,0
20191017T03-07,518,0
20191017T02-07,532,0
20191017T01-07,550,0
20191017T00-07,544,0
20191016T23-07,588,0
20191016T22-07,672,0
20191016T21-07,766,0
20191016T20-07,828,0
20191016T19-07,864,0
20191016T18-07,856,4
20191016T17-07,828,54
20191016T16-07,794,92
20191016T15-07,747,100
20191016T14-07,720,101
20191016T13-07,686,99
20191016T12-07,638,98
20191016T11-07,613,100
20191016T10-07,590,100
20191016T09-07,578,95
20191016T08-07,570,66
20191016T07-07,607,10
20191016T06-07,604,0
20191016T05-07,535,0
20191016T04-07,501,0
20191016T03-07,484,0
20191016T02-07,496,0
20191016T01-07,526,0
20191016T00-07,583,0
20191015T23-07,632,0
20191015T22-07,688,0
20191015T21-07,795,0
20191015T20-07,868,0
20191015T19-07,932,0
20191015T18-07,949,3
20191015T17-07,950,50
20191015T16-07,950,71
20191015T15-07,955,82
20191015T14-07,924,91
20191015T13-07,868,77
20191015T12-07,784,94
20191015T11-07,740,96
20191015T10-07,699,98
20191015T09-07,664,88
20191015T08-07,655,61
20191015T07-07,692,8
20191015T06-07,690,0
20191015T05-07,625,0
20191015T04-07,577,0
20191015T03-07,563,0
20191015T02-07,569,0
20191015T01-07,591,0
20191015T00-07,625,0
20191014T23-07,685,0
20191014T22-07,857,0
20191014T21-07,951,0
20191014T20-07,1005,0
20191014T19-07,1041,0
20191014T18-07,1013,5
20191014T17-07,979,46
20191014T16-07,974,72
20191014T15-07,957,84
20191014T14-07,907,94
20191014T13-07,854,91
20191014T12-07,859,76
20191014T11-07,850,70
20191014T10-07,807,62
20191014T09-07,771,61
20191014T08-07,734,44
20191014T07-07,732,3
20191014T06-07,640,0
20191014T05-07,579,0
20191014T04-07,513,0
20191014T03-07,499,0
20191014T02-07,518,0
20191014T01-07,542,0
20191014T00-07,560,0
20191013T23-07,623,0
20191013T22-07,719,0
20191013T21-07,791,0
20191013T20-07,829,0
20191013T19-07,838,0
20191013T18-07,805,3
20191013T17-07,789,34
20191013T16-07,773,71
20191013T15-07,690,90
20191013T14-07,645,94
20191013T13-07,619,94
20191013T12-07,536,95
20191013T11-07,521,96
20191013T10-07,479,97
20191013T09-07,438,93
20191013T08-07,433,68
20191013T07-07,462,12
20191013T06-07,495,0
20191013T05-07,484,0
20191013T04-07,470,0
20191013T03-07,468,0
20191013T02-07,477,0
20191013T01-07,507,0
20191013T00-07,599,0
20191012T23-07,644,0
20191012T22-07,731,0
20191012T21-07,780,0
20191012T20-07,812,0
20191012T19-07,842,0
20191012T18-07,836,6
20191012T17-07,776,54
20191012T16-07,722,85
20191012T15-07,675,91
20191012T14-07,649,90
20191012T13-07,553,88
20191012T12-07,603,88
20191012T11-07,592,89
20191012T10-07,587,89
20191012T09-07,574,86
20191012T08-07,579,63
20191012T07-07,609,11
20191012T06-07,590,0
20191012T05-07,570,0
20191012T04-07,558,0
20191012T03-07,554,0
20191012T02-07,569,0
20191012T01-07,585,0
20191012T00-07,622,0
20191011T23-07,676,0
20191011T22-07,777,0
20191011T21-07,835,0
20191011T20-07,855,0
20191011T19-07,866,0
20191011T18-07,829,7
20191011T17-07,770,62
20191011T16-07,728,97
20191011T15-07,706,104
20191011T14-07,705,104
20191011T13-07,683,103
20191011T12-07,673,102
20191011T11-07,677,103
20191011T10-07,679,104
20191011T09-07,692,99
20191011T08-07,678,74
20191011T07-07,736,14
20191011T06-07,693,0
20191011T05-07,632,0
20191011T04-07,602,0
20191011T03-07,593,0
20191011T02-07,627,0
20191011T01-07,657,0
20191011T00-07,662,0
20191010T23-07,722,0
20191010T22-07,729,0
20191010T21-07,813,0
20191010T20-07,887,0
20191010T19-07,941,0
20191010T18-07,934,8
20191010T17-07,933,61
20191010T16-07,916,93
20191010T15-07,877,101
20191010T14-07,840,102
20191010T13-07,793,101
20191010T12-07,748,101
20191010T11-07,694,102
20191010T10-07,655,104
20191010T09-07,590,98
20191010T08-07,577,74
20191010T07-07,612,14
20191010T06-07,696,0
20191010T05-07,640,0
20191010T04-07,583,0
20191010T03-07,590,0
20191010T02-07,661,0
20191010T01-07,625,0
20191010T00-07,596,0
20191009T23-07,650,0
20191009T22-07,692,0
20191009T21-07,792,0
20191009T20-07,864,0
20191009T19-07,907,0
20191009T18-07,912,8
20191009T17-07,901,62
20191009T16-07,879,94
20191009T15-07,839,102
20191009T14-07,819,102
20191009T13-07,801,99
20191009T12-07,766,98
20191009T11-07,700,101
20191009T10-07,628,100
20191009T09-07,570,95
20191009T08-07,566,63
20191009T07-07,606,10
20191009T06-07,648,0
20191009T05-07,563,0
20191009T04-07,533,0
20191009T03-07,527,0
20191009T02-07,554,0
20191009T01-07,576,0
20191009T00-07,657,0
20191008T23-07,711,0
20191008T22-07,644,0
20191008T21-07,732,0
20191008T20-07,806,0
20191008T19-07,875,0
20191008T18-07,877,5
20191008T17-07,897,32
20191008T16-07,821,63
20191008T15-07,762,91
20191008T14-07,747,77
20191008T13-07,766,71
20191008T12-07,701,55
20191008T11-07,622,56
20191008T10-07,539,78
20191008T09-07,486,89
20191008T08-07,495,54
20191008T07-07,532,9
20191008T06-07,667,0
20191008T05-07,591,0
20191008T04-07,561,0
20191008T03-07,547,0
20191008T02-07,567,0
20191008T01-07,586,0
20191008T00-07,556,0
20191007T23-07,610,0
20191007T22-07,597,0
20191007T21-07,688,0
20191007T20-07,765,0
20191007T19-07,704,0
20191007T18-07,789,8
20191007T17-07,756,61
20191007T16-07,739,93
20191007T15-07,695,99
20191007T14-07,626,101
20191007T13-07,585,99
20191007T12-07,530,99
20191007T11-07,506,100
20191007T10-07,464,100
20191007T09-07,445,95
20191007T08-07,459,71
20191007T07-07,489,14
20191007T06-07,548,0
20191007T05-07,483,0
20191007T04-07,447,0
20191007T03-07,444,0
20191007T02-07,466,0
20191007T01-07,498,0
20191007T00-07,534,0
20191006T23-07,598,0
20191006T22-07,610,0
20191006T21-07,692,0
20191006T20-07,774,0
20191006T19-07,837,0
20191006T18-07,852,10
20191006T17-07,844,66
20191006T16-07,830,94
20191006T15-07,800,98
20191006T14-07,749,98
20191006T13-07,659,98
20191006T12-07,585,98
20191006T11-07,541,99
20191006T10-07,442,95
20191006T09-07,406,92
20191006T08-07,413,69
20191006T07-07,443,16
20191006T06-07,475,0
20191006T05-07,466,0
20191006T04-07,463,0
20191006T03-07,470,0
20191006T02-07,482,0
20191006T01-07,517,0
20191006T00-07,550,0
20191005T23-07,610,0
20191005T22-07,628,0
20191005T21-07,710,0
20191005T20-07,780,0
20191005T19-07,839,0
20191005T18-07,871,11
20191005T17-07,881,69
20191005T16-07,878,98
20191005T15-07,845,104
20191005T14-07,815,103
20191005T13-07,779,101
20191005T12-07,720,102
20191005T11-07,648,102
20191005T10-07,547,100
20191005T09-07,484,96
20191005T08-07,431,72
20191005T07-07,457,14
20191005T06-07,517,0
20191005T05-07,514,0
20191005T04-07,499,0
20191005T03-07,506,0
20191005T02-07,552,0
20191005T01-07,581,0
20191005T00-07,570,0
20191004T23-07,599,0
20191004T22-07,640,0
20191004T21-07,715,0
20191004T20-07,804,0
20191004T19-07,801,0
20191004T18-07,789,5
20191004T17-07,746,49
20191004T16-07,738,77
20191004T15-07,700,82
20191004T14-07,706,57
20191004T13-07,684,72
20191004T12-07,669,67
20191004T11-07,658,41
20191004T10-07,635,28
20191004T09-07,636,7
20191004T08-07,621,2
20191004T07-07,599,1
20191004T06-07,628,0
20191004T05-07,555,0
20191004T04-07,545,0
20191004T03-07,544,0
20191004T02-07,548,0
20191004T01-07,576,0
20191004T00-07,627,0
20191003T23-07,695,0
20191003T22-07,760,0
20191003T21-07,803,0
20191003T20-07,857,0
20191003T19-07,879,0
20191003T18-07,909,2
20191003T17-07,883,19
20191003T16-07,859,77
20191003T15-07,874,79
20191003T14-07,881,78
20191003T13-07,866,95
20191003T12-07,815,74
20191003T11-07,855,58
20191003T10-07,772,62
20191003T09-07,769,52
20191003T08-07,687,51
20191003T07-07,679,10
20191003T06-07,700,0
20191003T05-07,595,0
20191003T04-07,546,0
20191003T03-07,546,0
20191003T02-07,576,0
20191003T01-07,582,0
20191003T00-07,539,0
20191002T23-07,591,0
20191002T22-07,714,1
20191002T21-07,816,0
20191002T20-07,888,0
20191002T19-07,931,0
20191002T18-07,918,4
20191002T17-07,910,20
20191002T16-07,956,48
20191002T15-07,949,61
20191002T14-07,872,59
20191002T13-07,813,63
20191002T12-07,717,59
20191002T11-07,672,62
20191002T10-07,582,64
20191002T09-07,546,51
20191002T08-07,520,26
20191002T07-07,531,3
20191002T06-07,516,0
20191002T05-07,470,0
20191002T04-07,451,0
20191002T03-07,454,0
20191002T02-07,453,0
20191002T01-07,470,0
20191002T00-07,497,0
20191001T23-07,623,0
20191001T22-07,652,0
20191001T21-07,734,0
20191001T20-07,825,0
20191001T19-07,875,0
20191001T18-07,866,1
20191001T17-07,902,7
20191001T16-07,902,18
20191001T15-07,912,26
20191001T14-07,926,40
20191001T13-07,855,52
20191001T12-07,848,56
20191001T11-07,788,56
20191001T10-07,690,45
20191001T09-07,670,28
20191001T08-07,669,14
20191001T07-07,660,2
20191001T06-07,649,0
20191001T05-07,569,0
20191001T04-07,529,0
20191001T03-07,517,0
20191001T02-07,540,0
20191001T01-07,575,0
20191001T00-07,590,0
20190930T23-07,647,0
20190930T22-07,611,0
20190930T21-07,678,0
20190930T20-07,653,0
20190930T19-07,759,0
20190930T18-07,733,6
20190930T17-07,769,27
20190930T16-07,805,53
20190930T15-07,789,72
20190930T14-07,787,69
20190930T13-07,777,77
20190930T12-07,815,84
20190930T11-07,737,89
20190930T10-07,660,84
20190930T09-07,584,81
20190930T08-07,536,61
20190930T07-07,546,14
20190930T06-07,642,0
20190930T05-07,565,0
20190930T04-07,519,0
20190930T03-07,511,0
20190930T02-07,510,0
20190930T01-07,508,0
20190930T00-07,585,0
20190929T23-07,649,0
20190929T22-07,722,0
20190929T21-07,808,0
20190929T20-07,852,0
20190929T19-07,907,0
20190929T18-07,945,15
20190929T17-07,935,71
20190929T16-07,903,93
20190929T15-07,866,97
20190929T14-07,795,97
20190929T13-07,750,96
20190929T12-07,665,96
20190929T11-07,556,97
20190929T10-07,496,98
20190929T09-07,483,93
20190929T08-07,453,74
20190929T07-07,451,18
20190929T06-07,463,0
20190929T05-07,456,0
20190929T04-07,450,0
20190929T03-07,463,0
20190929T02-07,457,0
20190929T01-07,435,0
20190929T00-07,545,0
20190928T23-07,618,0
20190928T22-07,687,0
20190928T21-07,777,0
20190928T20-07,792,0
20190928T19-07,856,0
20190928T18-07,910,12
20190928T17-07,906,66
20190928T16-07,884,89
20190928T15-07,846,93
20190928T14-07,816,93
20190928T13-07,733,94
20190928T12-07,712,93
20190928T11-07,633,95
20190928T10-07,553,95
20190928T09-07,499,90
20190928T08-07,471,72
20190928T07-07,447,18
20190928T06-07,467,0
20190928T05-07,466,0
20190928T04-07,465,0
20190928T03-07,475,0
20190928T02-07,509,0
20190928T01-07,549,0
20190928T00-07,605,0
20190927T23-07,678,0
20190927T22-07,760,0
20190927T21-07,843,0
20190927T20-07,843,0
20190927T19-07,910,0
20190927T18-07,956,4
20190927T17-07,994,54
20190927T16-07,1022,54
20190927T15-07,1008,86
20190927T14-07,906,101
20190927T13-07,884,97
20190927T12-07,876,101
20190927T11-07,793,106
20190927T10-07,730,105
20190927T09-07,653,98
20190927T08-07,510,77
20190927T07-07,530,20
20190927T06-07,624,0
20190927T05-07,554,0
20190927T04-07,516,0
20190927T03-07,512,0
20190927T02-07,547,0
20190927T01-07,604,0
20190927T00-07,666,0
20190926T23-07,625,0
20190926T22-07,689,0
20190926T21-07,773,0
20190926T20-07,765,0
20190926T19-07,815,0
20190926T18-07,840,18
20190926T17-07,837,77
20190926T16-07,859,99
20190926T15-07,845,105
20190926T14-07,814,105
20190926T13-07,764,105
20190926T12-07,760,105
20190926T11-07,688,106
20190926T10-07,638,106
20190926T09-07,557,99
20190926T08-07,524,78
20190926T07-07,543,19
20190926T06-07,686,0
20190926T05-07,609,0
20190926T04-07,568,0
20190926T03-07,566,0
20190926T02-07,586,0
20190926T01-07,632,0
20190926T00-07,615,0
20190925T23-07,684,0
20190925T22-07,751,0
20190925T21-07,840,1
20190925T20-07,801,1
20190925T19-07,846,0
20190925T18-07,889,10
20190925T17-07,930,49
20190925T16-07,934,89
20190925T15-07,894,94
20190925T14-07,821,94
20190925T13-07,748,91
20190925T12-07,817,91
20190925T11-07,724,91
20190925T10-07,629,91
20190925T09-07,556,82
20190925T08-07,545,40
20190925T07-07,548,5
20190925T06-07,657,0
20190925T05-07,594,0
20190925T04-07,566,0
20190925T03-07,564,0
20190925T02-07,575,0
20190925T01-07,606,0
20190925T00-07,635,0
20190924T23-07,699,0
20190924T22-07,615,1
20190924T21-07,696,1
20190924T20-07,722,1
20190924T19-07,775,1
20190924T18-07,797,9
20190924T17-07,816,54
20190924T16-07,824,59
20190924T15-07,802,59
20190924T14-07,793,57
20190924T13-07,773,45
20190924T12-07,767,54
20190924T11-07,686,61
20190924T10-07,615,57
20190924T09-07,521,55
20190924T08-07,481,52
20190924T07-07,479,17
20190924T06-07,663,0
20190924T05-07,595,0
20190924T04-07,566,0
20190924T03-07,566,0
20190924T02-07,598,0
20190924T01-07,636,0
20190924T00-07,609,1
20190923T23-07,680,1
20190923T22-07,664,1
20190923T21-07,795,1
20190923T20-07,849,1
20190923T19-07,887,1
20190923T18-07,903,12
20190923T17-07,916,69
20190923T16-07,916,84
20190923T15-07,890,95
20190923T14-07,851,100
20190923T13-07,810,98
20190923T12-07,785,102
20190923T11-07,702,104
20190923T10-07,605,97
20190923T09-07,534,91
20190923T08-07,480,79
20190923T07-07,487,21
20190923T06-07,584,0
20190923T05-07,506,0
20190923T04-07,459,0
20190923T03-07,454,0
20190923T02-07,468,0
20190923T01-07,509,0
20190923T00-07,540,0
20190922T23-07,605,0
20190922T22-07,672,0
20190922T21-07,761,0
20190922T20-07,751,0
20190922T19-07,801,0
20190922T18-07,780,11
20190922T17-07,802,38
20190922T16-07,779,67
20190922T15-07,723,90
20190922T14-07,692,94
20190922T13-07,612,103
20190922T12-07,550,98
20190922T11-07,479,94
20190922T10-07,469,89
20190922T09-07,412,77
20190922T08-07,391,35
20190922T07-07,392,8
20190922T06-07,393,0
20190922T05-07,395,0
20190922T04-07,402,0
20190922T03-07,408,0
20190922T02-07,412,0
20190922T01-07,446,0
20190922T00-07,470,0
20190921T23-07,530,0
20190921T22-07,461,0
20190921T21-07,466,0
20190921T20-07,413,0
20190921T19-07,450,0
20190921T18-07,404,4
20190921T17-07,402,19
20190921T16-07,395,41
