,coal,natural gas,petroleum,solar,hydro,wind
20190612T00-06,728,68,22,0,571,8
20190611T23-06,721,76,21,0,580,13
20190611T22-06,727,46,22,0,575,39
20190611T21-06,718,41,22,1,572,89
20190611T20-06,724,29,23,8,581,115
20190611T19-06,724,55,23,11,579,121
20190611T18-06,717,57,22,10,573,124
20190611T17-06,717,56,22,13,578,108
20190611T16-06,717,57,22,11,574,88
20190611T15-06,732,59,22,10,577,78
20190611T14-06,725,70,21,15,571,85
20190611T13-06,731,57,21,16,576,95
20190611T12-06,733,58,22,16,577,103
20190611T11-06,726,75,22,14,575,48
20190611T10-06,731,67,20,8,574,29
20190611T09-06,724,14,21,8,571,26
20190611T08-06,734,13,20,3,574,50
20190611T07-06,759,24,22,0,576,68
20190611T06-06,767,15,22,0,570,79
20190611T05-06,766,13,22,0,570,80
20190611T04-06,756,26,21,0,560,55
20190611T03-06,761,21,21,0,566,83
20190611T02-06,762,28,21,0,573,83
20190611T01-06,750,31,21,0,570,32
20190611T00-06,760,71,21,0,575,54
20190610T23-06,753,70,21,0,572,82
20190610T22-06,758,69,21,0,572,89
20190610T21-06,747,42,22,0,570,165
20190610T20-06,756,51,22,0,579,97
20190610T19-06,755,50,21,4,566,129
20190610T18-06,748,55,21,8,555,147
20190610T17-06,754,56,22,9,551,128
20190610T16-06,748,42,22,12,557,140
20190610T15-06,756,12,22,14,549,211
20190610T14-06,748,44,23,11,526,188
20190610T13-06,754,54,22,13,527,141
20190610T12-06,744,56,21,12,532,61
20190610T11-06,745,55,23,11,529,30
20190610T10-06,741,47,22,7,527,38
20190610T09-06,736,10,22,6,527,64
20190610T08-06,747,10,21,3,527,92
20190610T07-06,744,9,20,1,527,83
20190610T06-06,703,10,20,0,527,55
20190610T05-06,695,9,22,0,527,39
20190610T04-06,700,15,21,0,527,23
20190610T03-06,702,29,20,0,524,8
20190610T02-06,704,29,21,0,525,7
20190610T01-06,755,58,21,0,524,17
20190610T00-06,747,58,22,0,529,34
20190609T23-06,752,59,22,0,524,50
20190609T22-06,772,93,22,0,532,45
20190609T21-06,1205,78,23,1,528,75
20190609T20-06,1398,29,21,8,525,198
20190609T19-06,1344,29,22,12,529,233
20190609T18-06,1313,23,24,14,525,267
20190609T17-06,1174,13,23,14,529,293
20190609T16-06,1116,21,23,14,528,302
20190609T15-06,1035,10,23,12,525,299
20190609T14-06,934,15,23,13,529,314
20190609T13-06,935,30,22,13,525,271
20190609T12-06,926,29,23,15,528,277
20190609T11-06,1158,9,22,13,527,301
20190609T10-06,1131,9,22,13,526,314
20190609T09-06,1172,10,22,14,526,291
20190609T08-06,1188,9,23,10,525,239
20190609T07-06,1241,28,22,3,522,209
20190609T06-06,1237,10,23,0,528,221
20190609T05-06,1246,10,23,0,523,285
20190609T04-06,1253,11,21,0,526,253
20190609T03-06,1272,10,22,0,526,264
20190609T02-06,1251,29,21,0,523,228
20190609T01-06,1249,28,22,0,523,188
20190609T00-06,1305,11,22,0,526,184
20190608T23-06,1379,10,22,0,524,108
20190608T22-06,1363,16,22,0,523,79
20190608T21-06,1394,28,23,0,524,57
20190608T20-06,1359,32,23,3,527,46
20190608T19-06,1245,14,22,6,530,132
20190608T18-06,1216,10,22,4,520,70
20190608T17-06,1203,14,22,9,527,51
20190608T16-06,1212,23,23,8,524,39
20190608T15-06,1159,10,24,11,527,64
20190608T14-06,953,10,21,11,526,116
20190608T13-06,981,10,21,9,525,156
20190608T12-06,973,25,22,10,528,108
20190608T11-06,984,25,21,7,520,95
20190608T10-06,987,12,21,5,528,120
20190608T09-06,914,10,21,3,521,129
20190608T08-06,788,10,20,0,524,115
20190608T07-06,728,11,20,0,523,144
20190608T06-06,665,10,22,0,521,134
20190608T05-06,657,11,21,0,526,151
20190608T04-06,646,42,22,0,534,115
20190608T03-06,607,40,21,0,544,81
20190608T02-06,699,30,22,0,540,132
20190608T01-06,886,22,21,0,538,170
20190608T00-06,1188,27,21,0,544,185
20190607T23-06,991,25,21,0,548,195
20190607T22-06,931,10,20,0,540,183
20190607T21-06,996,9,21,0,574,66
20190607T20-06,1165,10,21,0,574,57
20190607T19-06,1204,16,21,1,571,47
20190607T18-06,1207,17,21,3,527,27
20190607T17-06,1221,14,21,6,518,32
20190607T16-06,1220,18,21,7,522,45
20190607T15-06,1162,31,22,8,512,62
20190607T14-06,1103,31,22,10,518,83
20190607T13-06,1073,29,22,11,516,140
20190607T12-06,1265,10,22,12,519,162
20190607T11-06,1249,10,22,9,516,173
20190607T10-06,1392,10,22,9,518,132
20190607T09-06,1455,10,21,11,516,102
20190607T08-06,1304,11,23,5,519,112
20190607T07-06,1115,11,23,0,519,185
20190607T06-06,701,11,22,0,519,193
20190607T05-06,514,30,22,0,516,177
20190607T04-06,486,20,22,0,519,191
20190607T03-06,523,10,23,0,516,240
20190607T02-06,527,10,23,0,514,234
20190607T01-06,559,9,22,0,515,234
20190607T00-06,873,23,22,0,521,169
20190606T23-06,779,10,22,0,513,152
20190606T22-06,922,9,22,0,516,176
20190606T21-06,1057,10,22,0,517,143
20190606T20-06,942,29,22,5,515,141
20190606T19-06,1037,31,22,7,516,127
20190606T18-06,1029,9,20,9,516,215
20190606T17-06,1037,27,20,10,517,189
20190606T16-06,983,11,21,14,513,186
20190606T15-06,976,8,21,16,519,211
20190606T14-06,988,8,21,15,514,214
20190606T13-06,1146,8,22,17,517,133
20190606T12-06,1194,8,21,17,518,68
20190606T11-06,1124,9,22,16,518,40
20190606T10-06,1115,9,22,13,515,9
20190606T09-06,1007,10,21,10,513,7
20190606T08-06,952,9,22,7,518,13
20190606T07-06,917,10,21,2,511,21
20190606T06-06,903,17,19,0,513,29
20190606T05-06,910,19,21,0,514,20
20190606T04-06,909,9,19,0,516,38
20190606T03-06,930,10,22,0,510,44
20190606T02-06,910,18,21,0,515,44
20190606T01-06,955,22,21,0,511,62
20190606T00-06,1027,11,21,0,515,95
20190605T23-06,1011,9,23,0,525,122
20190605T22-06,965,22,20,0,523,88
20190605T21-06,1124,28,20,1,522,25
20190605T20-06,1099,23,22,7,525,22
20190605T19-06,1328,25,21,12,524,41
20190605T18-06,1380,11,22,13,516,71
20190605T17-06,1407,9,21,15,514,84
20190605T16-06,1336,12,23,15,507,57
20190605T15-06,1189,25,23,16,500,43
20190605T14-06,897,18,22,17,504,29
20190605T13-06,872,8,22,17,498,41
20190605T12-06,862,8,21,17,501,49
20190605T11-06,886,8,22,14,503,49
20190605T10-06,885,9,22,14,505,55
20190605T09-06,984,8,22,14,506,98
20190605T08-06,946,11,21,9,504,69
20190605T07-06,918,20,22,2,511,92
20190605T06-06,822,25,23,0,507,132
20190605T05-06,830,10,23,0,464,176
20190605T04-06,858,13,22,0,506,151
20190605T03-06,890,13,20,0,511,87
20190605T02-06,923,14,21,0,508,54
20190605T01-06,887,15,21,0,504,51
20190605T00-06,915,18,20,0,506,69
20190604T23-06,994,14,20,0,505,87
20190604T22-06,1088,13,21,0,507,92
20190604T21-06,1180,13,21,0,510,88
20190604T20-06,1204,14,21,6,508,72
20190604T19-06,1226,47,21,10,509,54
20190604T18-06,1165,44,20,13,508,48
20190604T17-06,1148,42,21,16,506,41
20190604T16-06,1180,30,20,16,510,38
20190604T15-06,1195,29,19,16,508,33
20190604T14-06,1182,17,20,17,507,26
20190604T13-06,1177,12,20,17,510,20
20190604T12-06,1220,8,20,17,507,23
20190604T11-06,1182,30,20,15,512,21
20190604T10-06,1108,10,21,14,507,42
20190604T09-06,1124,22,20,14,523,89
20190604T08-06,1082,9,22,10,523,144
20190604T07-06,943,9,22,3,535,153
20190604T06-06,614,12,23,0,520,140
20190604T05-06,572,45,22,0,469,102
20190604T04-06,539,29,21,0,514,138
20190604T03-06,621,9,22,0,550,177
20190604T02-06,608,11,21,0,543,195
20190604T01-06,777,22,23,0,536,160
20190604T00-06,994,8,25,0,537,155
20190603T23-06,1055,9,26,0,536,149
20190603T22-06,1163,9,28,0,536,144
20190603T21-06,1262,13,18,0,536,140
20190603T20-06,1348,30,0,5,540,98
20190603T19-06,1295,13,0,9,540,171
20190603T18-06,1180,27,0,12,538,196
20190603T17-06,1057,31,0,15,543,182
20190603T16-06,999,26,0,13,536,234
20190603T15-06,992,29,0,14,541,229
20190603T14-06,775,32,0,16,536,217
20190603T13-06,788,31,0,17,552,224
20190603T12-06,848,10,0,17,555,273
20190603T11-06,879,8,12,16,549,278
20190603T10-06,845,27,24,14,552,201
20190603T09-06,848,11,26,13,574,183
20190603T08-06,550,31,26,8,578,189
20190603T07-06,533,20,26,3,579,177
20190603T06-06,538,9,25,0,579,214
20190603T05-06,534,8,23,0,580,171
20190603T04-06,538,9,25,0,579,118
20190603T03-06,551,15,25,0,574,95
20190603T02-06,598,8,25,0,581,97
20190603T01-06,869,9,26,0,578,84
20190603T00-06,887,9,25,0,577,71
20190602T23-06,987,10,25,0,573,44
20190602T22-06,1006,22,26,0,583,24
20190602T21-06,1092,24,25,0,575,26
20190602T20-06,1063,31,25,7,579,37
20190602T19-06,866,21,23,10,576,36
20190602T18-06,814,24,24,9,581,40
20190602T17-06,893,25,24,14,577,25
20190602T16-06,861,27,23,15,581,34
20190602T15-06,765,31,24,13,580,36
20190602T14-06,772,31,24,16,576,37
20190602T13-06,682,17,24,17,579,49
20190602T12-06,677,15,25,17,581,51
20190602T11-06,762,13,24,16,577,45
20190602T10-06,744,29,25,14,581,56
20190602T09-06,516,29,24,14,574,60
20190602T08-06,531,13,23,8,579,81
20190602T07-06,809,9,21,3,579,94
20190602T06-06,861,9,21,0,576,81
20190602T05-06,876,9,21,0,577,66
20190602T04-06,884,9,21,0,577,39
20190602T03-06,878,9,21,0,578,22
20190602T02-06,886,9,22,0,579,9
20190602T01-06,872,9,23,0,577,9
20190602T00-06,967,9,23,0,576,6
20190601T23-06,952,8,23,0,578,7
20190601T22-06,839,9,24,0,577,0
20190601T21-06,840,11,22,0,580,3
20190601T20-06,836,31,22,4,574,3
20190601T19-06,810,31,23,9,582,3
20190601T18-06,812,29,23,13,579,1
20190601T17-06,711,31,22,15,579,5
20190601T16-06,725,27,23,15,577,3
20190601T15-06,743,24,22,14,578,7
20190601T14-06,725,17,21,15,578,6
20190601T13-06,731,17,23,17,579,3
20190601T12-06,726,29,23,17,582,3
20190601T11-06,733,31,22,16,581,2
20190601T10-06,729,31,22,14,591,1
20190601T09-06,831,22,21,12,588,2
20190601T08-06,809,12,23,7,588,5
20190601T07-06,771,12,22,0,591,4
20190601T06-06,774,11,22,0,595,4
20190601T05-06,768,10,23,0,587,3
20190601T04-06,773,9,23,0,596,2
20190601T03-06,767,9,23,0,592,3
20190601T02-06,786,9,24,0,604,1
20190601T01-06,965,14,46,0,611,-1
20190601T00-06,1121,30,59,0,595,5
20190531T23-06,1003,12,60,0,589,17
20190531T22-06,1279,15,59,0,595,24
20190531T21-06,1286,22,59,0,590,14
20190531T20-06,1296,9,60,2,593,54
20190531T19-06,1201,16,60,5,593,65
20190531T18-06,1142,24,59,8,594,43
20190531T17-06,1151,30,59,10,591,56
20190531T16-06,1143,20,59,14,590,59
20190531T15-06,1099,30,59,13,589,61
20190531T14-06,999,28,58,13,593,56
20190531T13-06,758,32,60,15,591,71
20190531T12-06,728,31,58,10,589,99
20190531T11-06,729,25,58,10,587,142
20190531T10-06,786,9,58,8,592,169
20190531T09-06,906,10,58,7,588,195
20190531T08-06,816,23,59,2,587,206
20190531T07-06,724,28,59,0,597,194
20190531T06-06,721,15,59,0,574,255
20190531T05-06,731,9,59,0,528,245
20190531T04-06,723,9,59,0,592,227
20190531T03-06,726,9,59,0,597,141
20190531T02-06,716,9,60,0,593,159
20190531T01-06,829,23,60,0,580,153
20190531T00-06,913,11,59,0,579,142
20190530T23-06,1065,8,59,0,632,164
20190530T22-06,1187,9,60,0,578,120
20190530T21-06,1147,23,60,0,575,111
20190530T20-06,1114,27,58,5,580,67
20190530T19-06,1111,10,58,7,582,72
20190530T18-06,1146,18,59,7,581,78
20190530T17-06,1103,30,57,8,579,33
20190530T16-06,1046,31,57,12,580,28
20190530T15-06,1037,29,56,15,582,35
20190530T14-06,913,29,58,16,579,40
20190530T13-06,875,8,58,17,594,60
20190530T12-06,823,8,57,17,593,71
20190530T11-06,886,11,58,16,600,63
20190530T10-06,896,31,58,14,574,33
20190530T09-06,931,28,60,13,574,37
20190530T08-06,890,9,59,8,587,79
20190530T07-06,912,10,61,3,588,57
20190530T06-06,778,11,60,0,592,33
20190530T05-06,751,9,60,0,587,29
20190530T04-06,691,10,59,0,581,22
20190530T03-06,707,25,60,0,590,11
20190530T02-06,756,17,60,0,588,11
20190530T01-06,826,18,62,0,595,22
20190530T00-06,878,15,60,0,587,29
20190529T23-06,992,19,59,0,592,43
20190529T22-06,1015,43,59,0,588,51
20190529T21-06,1011,54,60,0,590,47
20190529T20-06,1018,54,60,7,592,27
20190529T19-06,1053,52,58,12,591,23
20190529T18-06,1144,31,59,14,588,18
20190529T17-06,1005,31,57,16,596,14
20190529T16-06,845,32,58,16,591,12
20190529T15-06,820,30,56,16,594,12
20190529T14-06,658,23,56,16,591,10
20190529T13-06,658,13,58,17,590,13
20190529T12-06,700,12,59,17,592,10
20190529T11-06,658,13,45,16,593,4
20190529T10-06,647,12,43,14,594,1
20190529T09-06,550,13,48,13,591,1
20190529T08-06,494,13,56,8,591,8
20190529T07-06,497,12,60,2,588,8
20190529T06-06,493,13,60,0,576,5
20190529T05-06,502,15,59,0,595,2
20190529T04-06,503,17,59,0,605,2
20190529T03-06,503,25,60,0,599,2
20190529T02-06,633,24,60,0,604,0
20190529T01-06,718,21,62,0,588,5
20190529T00-06,792,26,59,0,596,7
20190528T23-06,853,25,60,0,590,14
20190528T22-06,867,15,60,0,594,40
20190528T21-06,872,13,59,0,596,44
20190528T20-06,806,13,60,7,595,43
20190528T19-06,730,13,58,12,592,35
20190528T18-06,792,12,59,14,594,27
20190528T17-06,893,17,60,16,594,30
20190528T16-06,828,25,58,14,592,30
20190528T15-06,805,31,60,15,593,32
20190528T14-06,804,28,58,13,592,43
20190528T13-06,687,13,59,16,593,48
20190528T12-06,673,24,59,11,602,55
20190528T11-06,609,30,60,8,602,24
20190528T10-06,604,26,60,8,606,30
20190528T09-06,627,20,58,5,598,40
20190528T08-06,624,13,59,3,603,61
20190528T07-06,529,15,60,1,592,81
20190528T06-06,379,13,60,0,602,101
20190528T05-06,252,12,59,0,604,94
20190528T04-06,247,12,60,0,604,96
20190528T03-06,261,17,59,0,600,91
20190528T02-06,360,20,60,0,609,63
20190528T01-06,443,28,60,0,618,94
20190528T00-06,491,27,59,0,613,93
20190527T23-06,573,24,60,0,616,116
20190527T22-06,626,23,60,0,612,118
20190527T21-06,582,31,60,0,616,131
20190527T20-06,500,31,60,0,610,148
20190527T19-06,312,20,59,0,613,173
20190527T18-06,246,13,59,2,613,170
20190527T17-06,240,20,57,2,613,160
20190527T16-06,242,30,58,4,620,143
20190527T15-06,245,15,58,4,620,151
20190527T14-06,311,12,60,2,616,171
20190527T13-06,365,24,59,4,622,132
20190527T12-06,437,31,54,1,618,86
20190527T11-06,445,30,59,1,621,76
20190527T10-06,434,15,59,2,617,66
20190527T09-06,318,14,60,1,619,45
20190527T08-06,295,12,60,0,619,51
20190527T07-06,440,15,61,0,618,49
20190527T06-06,413,15,60,0,620,62
20190527T05-06,371,31,60,0,623,67
20190527T04-06,383,31,58,0,616,68
20190527T03-06,403,31,60,0,622,139
20190527T02-06,409,30,58,0,618,187
20190527T01-06,437,14,61,0,618,231
20190527T00-06,411,12,59,0,619,259
20190526T23-06,537,13,60,0,614,217
20190526T22-06,525,26,58,0,618,131
20190526T21-06,336,31,59,0,620,137
20190526T20-06,290,17,61,0,621,204
20190526T19-06,244,15,61,1,614,248
20190526T18-06,243,26,60,1,594,171
20190526T17-06,240,14,59,4,611,239
20190526T16-06,241,12,60,8,617,226
20190526T15-06,242,13,60,10,618,202
20190526T14-06,296,12,59,7,620,183
20190526T13-06,372,13,60,12,619,151
20190526T12-06,429,12,61,10,617,116
20190526T11-06,436,13,60,9,618,98
20190526T10-06,431,15,59,9,616,92
20190526T09-06,426,23,61,5,614,88
20190526T08-06,398,25,61,2,611,77
20190526T07-06,438,29,61,0,614,72
20190526T06-06,438,30,59,0,616,72
20190526T05-06,443,14,60,0,612,77
20190526T04-06,442,16,60,0,614,84
20190526T03-06,437,19,60,0,614,73
20190526T02-06,442,27,60,0,613,55
20190526T01-06,483,29,53,0,613,62
20190526T00-06,581,31,59,0,612,60
20190525T23-06,667,22,60,0,614,71
20190525T22-06,660,13,59,0,614,88
20190525T21-06,578,12,60,0,613,78
20190525T20-06,441,15,61,0,611,77
20190525T19-06,440,29,59,3,618,61
20190525T18-06,401,13,60,4,613,71
20190525T17-06,413,12,59,7,610,121
20190525T16-06,482,18,60,6,612,43
20190525T15-06,474,13,59,10,611,21
20190525T14-06,396,12,60,9,611,47
20190525T13-06,297,13,60,10,616,27
20190525T12-06,285,12,61,14,603,17
20190525T11-06,280,18,60,12,613,10
20190525T10-06,315,13,61,9,603,6
20190525T09-06,320,14,60,8,600,8
20190525T08-06,316,19,61,4,596,14
20190525T07-06,284,16,62,0,601,21
20190525T06-06,279,30,60,0,605,16
20190525T05-06,267,31,60,0,601,15
20190525T04-06,272,31,60,0,598,18
20190525T03-06,272,27,61,0,603,22
20190525T02-06,281,19,62,0,601,18
20190525T01-06,330,30,61,0,611,6
20190525T00-06,459,30,61,0,611,3
20190524T23-06,456,28,60,0,609,11
20190524T22-06,458,15,60,0,615,14
20190524T21-06,440,19,60,0,613,16
20190524T20-06,322,27,60,3,617,11
20190524T19-06,285,13,61,8,617,9
20190524T18-06,281,17,59,11,617,14
20190524T17-06,284,30,60,9,613,2
20190524T16-06,285,30,60,8,618,1
20190524T15-06,325,29,60,12,614,5
20190524T14-06,358,17,60,9,624,18
20190524T13-06,367,14,60,8,626,26
20190524T12-06,366,16,60,10,623,40
20190524T11-06,363,17,59,10,626,38
20190524T10-06,365,13,60,8,623,36
20190524T09-06,484,12,60,4,618,42
20190524T08-06,369,13,60,2,606,69
20190524T07-06,411,11,59,0,606,67
20190524T06-06,364,11,60,0,607,38
20190524T05-06,460,12,61,0,606,15
20190524T04-06,530,19,60,0,608,9
20190524T03-06,603,28,59,0,611,7
20190524T02-06,665,31,60,0,612,7
20190524T01-06,681,31,61,0,610,14
20190524T00-06,675,31,60,0,610,46
20190523T23-06,681,31,60,0,615,84
20190523T22-06,674,30,60,0,604,128
20190523T21-06,717,30,61,0,615,146
20190523T20-06,716,27,59,0,624,181
20190523T19-06,660,13,59,2,621,242
20190523T18-06,671,15,59,3,622,229
20190523T17-06,732,32,60,5,619,185
20190523T16-06,728,30,59,7,624,194
20190523T15-06,726,23,59,10,579,202
20190523T14-06,731,29,59,10,560,199
20190523T13-06,723,15,59,11,599,173
20190523T12-06,730,14,58,11,570,162
20190523T11-06,729,12,59,15,614,94
20190523T10-06,724,12,59,14,622,27
20190523T09-06,735,11,60,10,611,23
20190523T08-06,744,12,60,7,608,22
20190523T07-06,755,23,59,1,612,28
20190523T06-06,748,29,60,0,614,32
20190523T05-06,750,26,59,0,610,32
20190523T04-06,749,13,57,0,616,46
20190523T03-06,742,12,58,0,617,43
20190523T02-06,751,16,59,0,624,36
20190523T01-06,755,30,60,0,621,19
20190523T00-06,763,32,60,0,628,14
20190522T23-06,764,30,59,0,621,29
20190522T22-06,772,20,59,0,621,47
20190522T21-06,771,31,59,0,625,45
20190522T20-06,764,31,60,2,626,64
20190522T19-06,773,27,60,4,621,93
20190522T18-06,762,31,59,6,621,105
20190522T17-06,766,31,59,7,624,116
20190522T16-06,761,24,57,9,623,149
20190522T15-06,756,12,59,10,618,178
20190522T14-06,768,12,59,12,626,187
20190522T13-06,759,13,59,13,623,166
20190522T12-06,761,16,60,10,624,211
20190522T11-06,760,24,59,9,621,232
20190522T10-06,760,21,59,7,603,216
20190522T09-06,764,6,59,5,606,231
20190522T08-06,721,5,60,2,611,205
20190522T07-06,687,15,59,0,606,197
20190522T06-06,666,22,60,0,601,189
20190522T05-06,571,5,59,0,603,158
20190522T04-06,571,5,59,0,604,138
20190522T03-06,637,18,59,0,608,80
20190522T02-06,640,23,58,0,603,72
20190522T01-06,557,23,59,0,605,95
20190522T00-06,590,23,59,0,600,140
20190521T23-06,550,15,57,0,607,216
20190521T22-06,621,6,58,0,604,228
20190521T21-06,730,22,59,0,606,183
20190521T20-06,674,23,58,0,606,190
20190521T19-06,554,22,58,0,602,269
20190521T18-06,507,5,58,1,606,302
20190521T17-06,426,19,60,2,603,278
20190521T16-06,368,20,59,6,605,191
20190521T15-06,415,4,60,5,607,194
20190521T14-06,377,4,60,6,604,153
20190521T13-06,446,5,59,6,601,111
20190521T12-06,469,5,59,8,606,81
20190521T11-06,500,5,60,9,607,61
20190521T10-06,511,4,59,7,595,46
20190521T09-06,464,5,59,4,588,30
20190521T08-06,473,7,59,2,592,25
20190521T07-06,508,23,60,1,596,34
20190521T06-06,330,12,60,0,588,46
20190521T05-06,309,19,60,0,596,46
20190521T04-06,315,23,58,0,592,35
20190521T03-06,307,23,60,0,599,41
20190521T02-06,290,23,60,0,594,41
20190521T01-06,347,24,61,0,599,53
20190521T00-06,470,23,60,0,596,73
20190520T23-06,492,20,61,0,597,107
20190520T22-06,498,5,61,0,596,127
20190520T21-06,446,5,61,0,597,139
20190520T20-06,324,18,61,0,597,120
20190520T19-06,293,7,61,0,597,116
20190520T18-06,288,4,59,1,596,151
20190520T17-06,291,5,57,3,600,169
20190520T16-06,288,5,51,5,595,154
20190520T15-06,292,5,44,4,596,160
20190520T14-06,288,13,47,5,600,145
20190520T13-06,291,44,50,5,594,95
20190520T12-06,288,40,54,6,594,86
20190520T11-06,290,22,56,5,573,77
20190520T10-06,291,15,55,5,579,79
20190520T09-06,288,7,54,3,574,82
20190520T08-06,291,18,55,1,570,118
20190520T07-06,289,16,60,0,577,139
20190520T06-06,291,11,59,0,573,157
20190520T05-06,291,9,56,0,577,160
20190520T04-06,288,9,57,0,573,156
20190520T03-06,291,5,60,0,574,173
20190520T02-06,289,6,60,0,575,180
20190520T01-06,291,9,60,0,573,178
20190520T00-06,292,16,61,0,570,162
20190519T23-06,289,5,58,0,575,155
20190519T22-06,290,5,59,0,574,171
20190519T21-06,289,9,59,0,573,175
20190519T20-06,291,22,59,0,571,160
20190519T19-06,293,24,59,2,575,158
20190519T18-06,288,23,57,7,572,173
20190519T17-06,294,23,58,5,573,174
20190519T16-06,345,22,59,6,571,173
20190519T15-06,350,6,59,8,573,176
20190519T14-06,346,4,60,6,574,178
20190519T13-06,350,6,61,6,566,129
20190519T12-06,346,5,60,5,577,110
20190519T11-06,312,7,59,6,574,102
20190519T10-06,302,20,58,6,578,83
20190519T09-06,297,6,60,5,573,71
20190519T08-06,301,5,60,1,572,62
20190519T07-06,296,6,60,0,576,59
20190519T06-06,311,21,60,0,574,59
20190519T05-06,313,24,61,0,572,60
20190519T04-06,301,23,59,0,575,67
20190519T03-06,300,24,59,0,574,82
20190519T02-06,298,23,59,0,573,88
20190519T01-06,326,24,60,0,574,93
20190519T00-06,372,23,59,0,570,109
20190518T23-06,370,7,55,0,573,133
20190518T22-06,327,5,58,0,568,165
20190518T21-06,319,5,59,0,576,167
20190518T20-06,323,8,58,0,576,162
20190518T19-06,329,18,59,0,572,136
20190518T18-06,402,6,60,5,573,127
20190518T17-06,403,5,59,7,575,139
20190518T16-06,397,7,60,8,574,108
20190518T15-06,373,5,60,8,540,112
20190518T14-06,370,5,59,8,578,101
20190518T13-06,400,9,60,9,579,53
20190518T12-06,405,21,59,6,576,47
20190518T11-06,348,23,59,6,581,58
20190518T10-06,358,23,59,3,581,56
20190518T09-06,360,23,60,1,576,57
20190518T08-06,334,6,60,0,573,76
20190518T07-06,319,21,59,0,577,73
20190518T06-06,314,23,59,0,582,59
20190518T05-06,311,21,59,0,578,64
20190518T04-06,314,11,59,0,588,78
20190518T03-06,310,23,59,0,595,84
20190518T02-06,308,15,60,0,594,79
20190518T01-06,320,5,57,0,591,83
20190518T00-06,330,15,58,0,597,67
20190517T23-06,322,23,57,0,602,39
20190517T22-06,319,24,58,0,606,55
20190517T21-06,308,13,58,0,602,103
20190517T20-06,321,20,58,0,604,104
20190517T19-06,317,20,58,1,607,108
20190517T18-06,332,13,58,0,602,114
20190517T17-06,324,23,57,0,603,99
20190517T16-06,319,16,58,0,604,96
20190517T15-06,323,20,57,2,606,90
20190517T14-06,319,9,58,4,603,97
20190517T13-06,321,4,57,4,605,106
20190517T12-06,320,5,59,4,603,78
20190517T11-06,323,6,56,0,607,61
20190517T10-06,322,19,57,0,603,61
20190517T09-06,319,22,54,0,604,39
20190517T08-06,319,30,59,0,602,28
20190517T07-06,320,31,58,0,604,28
20190517T06-06,292,31,56,0,605,35
20190517T05-06,287,29,57,0,603,39
